NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,RESIDENT TUITION,RESIDENT TUITION (2014$),NONRESIDENT TUITION,NONRESIDENT TUITION (2014$),PERCENT PAYING FULL TUITION
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,1999-2000,"$6,294","$8,945","$15,664","$22,262",N/A
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2000-2001,"$7,098","$9,758","$15,066","$20,712",N/A
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2001-2002,"$7,376","$9,862","$14,984","$20,033",62.1%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2002-2003,"$7,824","$10,297","$17,808","$23,437",57.4%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2003-2004,"$8,424","$10,841","$18,408","$23,689",62.8%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2004-2005,"$9,240","$11,581","$20,184","$25,298",63.9%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2005-2006,"$10,128","$12,277","$22,104","$26,795",57.1%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2006-2007,"$11,112","$13,049","$24,240","$28,466",58.5%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2007-2008,"$12,168","$13,893","$26,544","$30,307",61.8%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2008-2009,"$13,344","$14,672","$29,112","$32,010",61.4%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2009-2010,"$14,812","$16,345","$32,232","$35,567",62.6%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2010-2011,"$15,124","$16,420","$32,882","$35,699",53.6%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2011-2012,"$15,886","$16,719","$33,644","$35,408",77.0%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2012-2013,"$15,782","$16,273","$33,540","$34,583",56.0%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2013-2014,"$17,414","$17,696","$27,944","$28,397",50.3%
"NORTHERN KENTUCKY UNIVERSITY, SALMON P. CHASE COLLEGE OF LAW",1893,1954,PUBLIC,2014-2015,"$17,414","$17,414","$27,944","$27,944",N/A
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,1996-1997,"$4,620","$6,973","$12,460","$18,806",N/A
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,1997-1998,"$5,426","$8,002","$14,036","$20,701",N/A
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,1998-1999,"$5,426","$7,880","$14,036","$20,384",N/A
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,1999-2000,"$5,900","$8,385","$15,270","$21,702",N/A
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2000-2001,"$6,226","$8,559","$15,800","$21,721",N/A
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2001-2002,"$6,686","$8,939","$16,500","$22,060",52.3%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2002-2003,"$7,042","$9,268","$16,542","$21,771",46.2%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2003-2004,"$8,770","$11,286","$18,270","$23,512",45.0%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2004-2005,"$10,268","$12,869","$19,868","$24,902",48.1%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2005-2006,"$11,540","$13,989","$21,462","$26,017",51.0%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2006-2007,"$12,842","$15,081","$23,272","$27,329",43.8%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2007-2008,"$13,998","$15,982","$24,804","$28,320",40.1%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2008-2009,"$15,258","$16,777","$26,436","$29,068",34.9%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2009-2010,"$16,020","$17,678","$27,758","$30,630",34.5%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2010-2011,"$16,982","$18,437","$29,424","$31,945",32.0%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2011-2012,"$18,306","$19,266","$31,716","$33,379",33.3%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2012-2013,"$19,404","$20,008","$33,618","$34,664",30.8%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2013-2014,"$19,986","$20,310","$35,652","$36,230",30.8%
UNIVERSITY OF KENTUCKY COLLEGE OF LAW,1799,1925,PUBLIC,2014-2015,"$20,988","$20,988","$38,508","$38,508",N/A
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,1996-1997,"$4,670","$7,048","$12,270","$18,519",N/A
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,1997-1998,"$4,620","$6,814","$12,460","$18,376",N/A
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,1998-1999,"$5,330","$7,741","$13,940","$20,245",N/A
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,1999-2000,"$5,846","$8,308","$15,216","$21,625",N/A
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2000-2001,"$6,275","$8,627","$16,348","$22,475",N/A
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2001-2002,"$6,882","$9,201","$17,710","$23,678",40.2%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2002-2003,"$7,350","$9,673","$18,310","$24,098",47.2%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2003-2004,"$8,012","$10,311","$19,354","$24,907",52.5%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2004-2005,"$9,200","$11,531","$20,760","$26,019",57.4%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2005-2006,"$10,198","$12,362","$22,320","$27,057",58.4%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2006-2007,"$11,510","$13,517","$23,654","$27,778",63.4%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2007-2008,"$12,710","$14,512","$26,056","$29,750",52.6%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2008-2009,"$13,744","$15,112","$28,292","$31,108",53.8%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2009-2010,"$14,632","$16,146","$29,172","$32,191",55.4%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2010-2011,"$15,760","$17,110","$30,300","$32,896",64.6%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2011-2012,"$16,716","$17,593","$32,128","$33,813",51.0%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2012-2013,"$17,854","$18,409","$34,026","$35,084",51.5%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2013-2014,"$18,578","$18,879","$34,612","$35,173",55.9%
"UNIVERSITY OF LOUISVILLE, LOUIS D. BRANDEIS SCHOOL OF LAW",1846,1931,PUBLIC,2014-2015,"$19,702","$19,702","$36,538","$36,538",N/A
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,1996-1997,"$1,966","$2,967","$4,276","$6,454",N/A
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,1997-1998,"$1,966","$2,900","$4,400","$6,489",N/A
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,1998-1999,"$1,976","$2,870","$4,654","$6,759",N/A
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,1999-2000,"$6,154","$8,746","$11,994","$17,046",N/A
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2000-2001,"$7,164","$9,849","$13,005","$17,879",N/A
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2001-2002,"$7,313","$9,777","$13,154","$17,587",68.1%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2002-2003,"$8,558","$11,263","$15,484","$20,379",66.3%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2003-2004,"$9,692","$12,473","$17,703","$22,782",61.6%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2004-2005,"$11,650","$14,601","$20,746","$26,002",59.2%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2005-2006,"$12,022","$14,573","$21,118","$25,600",26.2%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2006-2007,"$12,124","$14,238","$21,220","$24,919",48.6%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2007-2008,"$12,190","$13,918","$21,286","$24,304",41.5%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2008-2009,"$13,143","$14,451","$23,239","$25,552",32.2%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2009-2010,"$14,350","$15,835","$25,446","$28,079",32.2%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2010-2011,"$16,148","$17,531","$30,228","$32,818",28.1%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2011-2012,"$17,474","$18,390","$33,800","$35,573",6.6%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2012-2013,"$18,618","$19,197","$36,006","$37,126",32.6%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2013-2014,"$19,861","$20,183","$38,118","$38,736",39.5%
"LOUISIANA STATE UNIVERSITY, PAUL M. HERBERT LAW CENTER",1906,1926,PUBLIC,2014-2015,"$20,998","$20,998","$40,348","$40,348",N/A
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,1996-1997,"$3,088","$4,661","$6,288","$9,491",N/A
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,1997-1998,"$3,128","$4,613","$7,728","$11,398",N/A
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,1998-1999,"$3,128","$4,543","$7,728","$11,223",N/A
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,1999-2000,"$3,288","$4,673","$7,888","$11,210",N/A
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2000-2001,"$3,288","$4,520","$7,888","$10,844",N/A
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2001-2002,"$3,434","$4,591","$8,034","$10,741",71.0%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2002-2003,"$3,782","$4,978","$8,382","$11,032",67.8%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2003-2004,"$4,709","$6,060","$9,309","$11,980",66.1%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2004-2005,"$5,724","$7,174","$10,324","$12,940",81.7%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2005-2006,"$6,612","$8,015","$11,212","$13,591",66.0%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2006-2007,"$6,610","$7,762","$11,210","$13,164",59.4%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2007-2008,"$6,610","$7,547","$11,210","$12,799",63.4%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2008-2009,"$7,460","$8,203","$12,060","$13,261",59.1%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2009-2010,"$7,978","$8,804","$12,580","$13,882",63.8%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2010-2011,"$8,478","$9,204","$13,080","$14,201",69.5%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2011-2012,"$10,014","$10,539","$16,614","$17,485",97.1%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2012-2013,"$10,990","$11,332","$18,590","$19,168",85.1%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2013-2014,"$12,054","$12,250","$20,654","$20,989",78.8%
SOUTHERN UNIVERSITY LAW CENTER,1946,1953,PUBLIC,2014-2015,"$12,014","$12,014","$21,614","$21,614",N/A
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,1996-1997,"$8,280","$12,497","$16,440","$24,813",N/A
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,1997-1998,"$8,520","$12,566","$16,680","$24,600",N/A
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,1998-1999,"$9,360","$13,593","$17,012","$24,706",N/A
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,1999-2000,"$10,256","$14,576","$17,846","$25,363",N/A
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2000-2001,"$10,516","$14,457","$18,316","$25,180",N/A
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2001-2002,"$10,782","$14,415","$18,732","$25,044",62.9%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2002-2003,"$11,436","$15,051","$19,626","$25,830",60.7%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2003-2004,"$12,672","$16,308","$20,922","$26,925",66.9%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2004-2005,"$14,114","$17,690","$22,514","$28,218",53.5%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2005-2006,"$16,639","$20,170","$25,939","$31,444",48.6%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2006-2007,"$17,215","$20,216","$26,905","$31,595",50.6%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2007-2008,"$18,210","$20,792","$28,290","$32,301",53.5%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2008-2009,"$19,380","$21,309","$29,880","$32,854",70.3%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2009-2010,"$20,702","$22,844","$31,202","$34,431",67.8%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2010-2011,"$21,994","$23,878","$32,824","$35,636",68.7%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2011-2012,"$22,986","$24,192","$33,906","$35,684",64.1%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2012-2013,"$23,610","$24,344","$34,680","$35,759",60.9%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2013-2014,"$23,554","$23,936","$34,624","$35,186",52.2%
UNIVERSITY OF MAINE SCHOOL OF LAW,1961,1962,PUBLIC,2014-2015,"$23,666","$23,666","$34,736","$34,736",N/A
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,1996-1997,"$7,166","$10,816","$12,788","$19,301",N/A
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,1997-1998,"$7,812","$11,521","$13,940","$20,559",N/A
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,1998-1999,"$9,006","$13,079","$15,624","$22,691",N/A
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,1999-2000,"$9,617","$13,668","$16,698","$23,731",N/A
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2000-2001,"$10,116","$13,907","$17,552","$24,130",N/A
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2001-2002,"$10,116","$13,525","$17,552","$23,467",91.2%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2002-2003,"$10,503","$13,823","$18,321","$24,113",92.2%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2003-2004,"$14,230","$18,313","$24,358","$31,346",91.5%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2004-2005,"$14,330","$17,960","$25,572","$32,051",85.8%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2005-2006,"$17,469","$21,176","$30,003","$36,370",89.2%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2006-2007,"$19,235","$22,588","$31,151","$36,582",90.5%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2007-2008,"$20,597","$23,517","$32,754","$37,397",79.5%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2008-2009,"$22,330","$24,553","$34,876","$38,348",78.7%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2009-2010,"$23,992","$26,475","$35,988","$39,712",77.8%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2010-2011,"$25,224","$27,385","$37,368","$40,569",80.4%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2011-2012,"$25,798","$27,151","$37,900","$39,888",49.6%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2012-2013,"$26,156","$26,970","$38,440","$39,636",73.1%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2013-2014,"$26,884","$27,320","$39,538","$40,179",63.4%
UNIVERSITY OF BALTIMORE SCHOOL OF LAW,1925,1972,PUBLIC,2014-2015,"$27,884","$27,884","$41,044","$41,044",N/A
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,1996-1997,"$8,536","$12,884","$15,602","$23,548",N/A
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,1997-1998,"$8,914","$13,147","$16,298","$24,037",N/A
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,1998-1999,"$9,517","$13,822","$17,410","$25,284",N/A
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,1999-2000,"$10,470","$14,880","$18,742","$26,636",N/A
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2000-2001,"$10,908","$14,996","$19,594","$26,937",N/A
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2001-2002,"$11,246","$15,036","$20,193","$26,998",54.0%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2002-2003,"$12,148","$15,988","$22,890","$30,126",44.8%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2003-2004,"$15,225","$19,593","$26,504","$34,108",43.8%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2004-2005,"$16,253","$20,371","$27,532","$34,507",40.7%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2005-2006,"$17,701","$21,457","$28,980","$35,130",36.0%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2006-2007,"$19,105","$22,436","$30,384","$35,681",32.1%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2007-2008,"$20,535","$23,446","$31,814","$36,324",25.2%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2008-2009,"$22,044","$24,238","$33,323","$36,640",41.9%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2009-2010,"$23,762","$26,221","$35,041","$38,667",51.5%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2010-2011,"$25,350","$27,522","$36,629","$39,767",34.5%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2011-2012,"$25,405","$26,737","$36,684","$38,608",40.0%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2012-2013,"$26,093","$26,905","$37,710","$38,883",36.7%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2013-2014,"$27,174","$27,615","$39,256","$39,893",34.1%
UNIVERSITY OF MARYLAND FRANCIS KING CAREY SCHOOL OF LAW,1823,1930,PUBLIC,2014-2015,"$28,657","$28,657","$41,464","$41,464",N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,1996-1997,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,1997-1998,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,1998-1999,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,1999-2000,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2000-2001,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2001-2002,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2002-2003,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2003-2004,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2004-2005,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2005-2006,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2006-2007,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2007-2008,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2008-2009,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2009-2010,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2010-2011,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2011-2012,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2012-2013,"$24,178","$24,930","$31,870","$32,861",55.6%
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2013-2014,"$24,178","$24,570","$31,870","$32,387",41.9%
UNIVERSITY OF MASSACHUSETTS SCHOOL OF LAW — DARTMOUTH,1982,2012,PUBLIC,2014-2015,"$24,178","$24,178","$31,870","$31,870",N/A
UNIVERSITY OF MICHIGAN LAW SCHOOL,1859,1923,PUBLIC,1996-1997,"$16,678","$25,172","$22,678","$34,228",N/A
UNIVERSITY OF MICHIGAN LAW SCHOOL,1859,1923,PUBLIC,1997-1998,"$17,332","$25,562","$23,321","$34,395",N/A
UNIVERSITY OF MICHIGAN LAW SCHOOL,1859,1923,PUBLIC,1998-1999,"$17,910","$26,011","$23,880","$34,681",N/A
UNIVERSITY OF MICHIGAN LAW SCHOOL,1859,1923,PUBLIC,1999-2000,"$19,116","$27,168","$25,086","$35,652",N/A
UNIVERSITY OF MICHIGAN LAW SCHOOL,1859,1923,PUBLIC,2000-2001,"$20,956","$28,810","$26,956","$37,058",N/A
UNIVERSITY OF MICHIGAN LAW SCHOOL,1859,1923,PUBLIC,2001-2002,"$23,350","$31,219","$29,350","$39,241",57.4%
UNIVERSITY OF MICHIGAN LAW SCHOOL,1859,1923,PUBLIC,2002-2003,"$24,992","$32,892","$30,992","$40,789",66.5%
